STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,VISITOR_TYPE,Visitor type,ACCOMMODATION_TYPE,Accommodation type,SOURCE,Source,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ARG,Argentina,TRIPS,Trips,PS,Persons,SAME_DAY,Same-day visitors (excursionists),_Z,Not applicable,TSS,Tourism supply surveys,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ARG,Argentina,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TSS,Tourism supply surveys,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ARG,Argentina,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TSS,Tourism supply surveys,2023,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ARG,Argentina,TRIPS,Trips,PS,Persons,SAME_DAY,Same-day visitors (excursionists),_Z,Not applicable,TSS,Tourism supply surveys,2023,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ARG,Argentina,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ARG,Argentina,TRIPS,Trips,PS,Persons,SAME_DAY,Same-day visitors (excursionists),_Z,Not applicable,TSS,Tourism supply surveys,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ARG,Argentina,TRIPS,Trips,PS,Persons,SAME_DAY,Same-day visitors (excursionists),_Z,Not applicable,TDS,Tourism demand surveys,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,ARG,Argentina,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TSS,Tourism supply surveys,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,AUT,Austria,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2023,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BEL,Belgium,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2023,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE1,Brussels-Capital Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2018,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2019,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2020,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2021,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2022,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2023,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE2,Flemish Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2024,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE3,Walloon Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2008,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE3,Walloon Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2009,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE3,Walloon Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2010,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE3,Walloon Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2011,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE3,Walloon Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2012,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE3,Walloon Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2013,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE3,Walloon Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2014,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE3,Walloon Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2015,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE3,Walloon Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2016,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE3,Walloon Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2017,,,,A,Normal value,A,Normal value,0,Units
DATAFLOW,OECD.CFE.TOU:DSD_TOURISM_DOM@DF_DOMESTIC(1.0),Domestic tourism,I,BE3,Walloon Region,TRIPS,Trips,PS,Persons,_T,All visitors (overnight and same-day),_Z,Not applicable,TDS,Tourism demand surveys,2018,,,,A,Normal value,A,Normal value,0,Units
